param:,tech:,inv,var,fix,f,capa,eff,em,yr,:=
,4731,45700,0.0003,264.743986,17746.53,,,,,
,4732,44600,0.00008,283.336829,17759.2,,,,,
,4733,44400,0.00036,273.23844,17764.45,,,,,
,4734,44600,0.297245,289.173175,17764.22,,,,,
,4735,46400,5.569216,317.727434,17765.49,,,,,
,4736,48497,14.681062,331.74034,17769.7,,,,,
,4737,52075,28.541056,311.654402,17766.72,,,,,
,4738,54858,49.732987,257.041658,17763.48,,,,,
,4739,56501,90.180984,233.379907,17756.97,,,,,
,4740,56700,165.318391,229.742397,17750.92,,,,,
,4741,54435,263.608709,243.984134,17751,,,,,
,4742,55775,295.62353,234.313087,17750.31,,,,,
,4743,56107,287.140448,204.337345,17742.74,,,,,
,4744,55228,224.3878,195.186151,17740.83,,,,,
,4745,54312,190.813709,140.651479,17742.69,,,,,
,4746,52867,107.207584,128.087826,17749.74,,,,,
,4747,52838,42.896405,118.674776,17758.7,,,,,
,4748,53727,4.371597,117.385622,17761.21,,,,,
,4749,54554,0,83.788721,17761.29,,,,,
,4750,53434,0.0003,82.222879,17759.34,,,,,
,4751,51846,0,95.869949,17763.68,,,,,
,4752,50468,0.00008,98.9555,17766.74,,,,,
,4753,46700,0,114.562739,17766.28,,,,,
,4754,44300,0.00036,108.931224,17765.39,,,,,
,4755,42900,0.00014,93.324861,17765.52,,,,,
,4756,41900,0.0003,95.548607,17756.12,,,,,
,4757,41700,0.00016,85.933095,17752.68,,,,,
,4758,41700,0.622099,102.916363,17753.09,,,,,
,4759,42700,30.126611,112.094727,17751.92,,,,,
,4760,43400,126.66447,117.418871,17747.35,,,,,
,4761,44500,242.786555,110.7299,17746.63,,,,,
,4762,46700,380.599737,91.168162,17751.05,,,,,
,4763,48903,539.382077,68.645943,17752.24,,,,,
,4764,49704,654.062746,43.249716,17746.91,,,,,
,4765,49751,704.257644,47.432056,17739.07,,,,,
,4766,50893,712.157058,72.681821,17743.31,,,,,
,4767,51148,668.799736,71.060371,17747.89,,,,,
,4768,50888,570.60362,65.600916,17747.72,,,,,
,4769,50521,439.532823,44.110165,17736.17,,,,,
,4770,50227,264.708153,49.241334,17727.83,,,,,
,4771,50601,100.729077,45.949802,17730.03,,,,,
,4772,51651,9.29782,36.245976,17739.77,,,,,
,4773,53048,0.000072,38.032191,17744.72,,,,,
,4774,52152,0.00016,25.885752,17743.9,,,,,
,4775,50315,0.00022,27.172218,17742.44,,,,,
,4776,47533,0.00024,37.509974,17749.59,,,,,
,4777,43800,0.00006,57.939669,17752.95,,,,,
,4778,41700,0.00008,66.260486,17751.01,,,,,
,4779,40200,0.00006,53.633731,17748.19,,,,,
,4780,39700,0.00032,56.156989,17747.82,,,,,
,4781,39700,0.001562,45.739715,17744.16,,,,,
,4782,40500,2.105704,40.958435,17743.31,,,,,
,4783,43500,62.212084,21.972821,17742.35,,,,,
,4784,47991,200.280707,19.050507,17744.04,,,,,
,4785,55222,366.846816,9.668809,17742.71,,,,,
,4786,60281,541.587398,3.512153,17739.2,,,,,
,4787,62600,710.791058,3.960951,17742.7,,,,,
,4788,63565,801.492984,8.702573,17733.01,,,,,
,4789,60777,799.187903,8.535629,17685.69,,,,,
,4790,64068,788.082464,38.985819,17627.52,,,,,
,4791,65683,739.01301,47.596251,17626.37,,,,,
,4792,65588,645.812902,37.025135,17603.84,,,,,
,4793,65570,527.123588,26.148972,17597.08,,,,,
,4794,64265,334.117045,20.455128,17599.45,,,,,
,4795,62426,126.883421,18.257775,17620.23,,,,,
,4796,61732,14.309867,14.933012,17660.43,,,,,
,4797,61742,0.00008,6.164589,17658.78,,,,,
,4798,59334,0.00022,3.912964,17657.33,,,,,
,4799,56433,0,2.790264,17678.32,,,,,
,4800,54006,0.00014,3.497189,17707.04,,,,,
,4801,49322,0.00022,2.390103,17719.18,,,,,
,4802,46600,0.00008,6.73725,17735.16,,,,,
,4803,45300,0.00024,10.602739,17751.54,,,,,
,4804,44300,0.00008,8.158953,17748.09,,,,,
,4805,44000,0.00008,9.524426,17746.96,,,,,
,4806,44400,1.238483,17.32714,17750.09,,,,,
,4807,47127,55.820891,22.035868,17753.84,,,,,
,4808,51081,225.666875,19.635083,17756.35,,,,,
,4809,57602,439.213126,18.961833,17756.39,,,,,
,4810,62582,652.474485,27.818048,17755.54,,,,,
,4811,64786,777.693556,31.901016,17757.15,,,,,
,4812,65508,841.317809,33.601159,17757.8,,,,,
,4813,62581,846.630249,41.30325,17733.04,,,,,
,4814,65564,833.493606,54.005922,17627.08,,,,,
,4815,67008,770.566908,49.66917,17604.53,,,,,
,4816,66507,637.008662,49.689015,17543.19,,,,,
,4817,66577,458.634509,47.395395,17538.6,,,,,
,4818,65232,282.528202,46.079257,17523.85,,,,,
,4819,63555,98.911509,38.45655,17515.03,,,,,
,4820,63058,8.900561,34.590101,17544.31,,,,,
,4821,62996,0.0002,37.444195,17608.15,,,,,
,4822,60602,0,39.271353,17682.43,,,,,
,4823,57286,0.00008,47.178363,17727.84,,,,,
,4824,54972,0.00008,57.593254,17737.49,,,,,
,4825,50080,0.00014,56.229088,17736.34,,,,,
,4826,47342,0.00014,53.5619,17743.41,,,,,
,4827,45700,0.00038,58.785196,17742.37,,,,,
,4828,44800,0,55.144341,17743.42,,,,,
,4829,44500,0.00116,55.362362,17741.49,,,,,
,4830,44800,1.853411,71.980515,17738.49,,,,,
,4831,47485,61.634898,77.800863,17740.31,,,,,
,4832,51437,219.734816,76.113782,17740.97,,,,,
,4833,57471,434.085126,69.486379,17735.28,,,,,
,4834,62367,629.924339,73.356499,17728.64,,,,,
,4835,64732,768.587989,73.327562,17718.65,,,,,
,4836,65341,842.863531,64.221212,17716.54,,,,,
,4837,62580,874.707301,64.203838,17680.36,,,,,
,4838,65679,846.963754,73.130883,17629.19,,,,,
,4839,66850,775.49846,86.176232,17642.49,,,,,
,4840,66626,644.862886,82.130606,17627.07,,,,,
,4841,66580,459.199326,66.797316,17589.6,,,,,
,4842,65160,266.212014,66.142458,17588.67,,,,,
,4843,63152,96.482082,72.265404,17580.12,,,,,
,4844,62714,10.526051,82.40639,17589.37,,,,,
,4845,62688,0.00006,105.105321,17621.98,,,,,
,4846,60396,0.00024,124.556983,17696.44,,,,,
,4847,57213,0.00008,112.893725,17714.79,,,,,
,4848,54655,0.00022,93.080623,17733.01,,,,,
,4849,50041,0,87.16834,17741.8,,,,,
,4850,47563,0.00008,81.965123,17746.06,,,,,
,4851,46100,0.00016,98.073514,17743.24,,,,,
,4852,45100,0.00028,101.337037,17737.03,,,,,
,4853,44800,0.00322,123.44668,17732.05,,,,,
,4854,45400,1.727054,129.901737,17727.97,,,,,
,4855,48027,63.241939,120.099334,17719.68,,,,,
,4856,52014,226.014698,108.01688,17717.34,,,,,
,4857,58271,411.129583,87.289553,17721.1,,,,,
,4858,62885,562.724407,87.771796,17715.96,,,,,
,4859,65170,650.161891,77.829234,17720.55,,,,,
,4860,66244,745.202904,73.306814,17715.24,,,,,
,4861,63332,818.478288,71.158683,17705.99,,,,,
,4862,66241,822.767728,92.238224,17678.42,,,,,
,4863,67619,766.222767,70.21379,17633.45,,,,,
,4864,67117,676.767446,83.841178,17609.78,,,,,
,4865,66770,519.851793,81.645856,17638.17,,,,,
,4866,65336,300.170998,71.493929,17626.09,,,,,
,4867,63660,97.55481,74.674071,17625.62,,,,,
,4868,63257,8.724448,70.151731,17660.35,,,,,
,4869,63349,0.00016,66.052478,17673.55,,,,,
,4870,60949,0.00014,64.709464,17675.34,,,,,
,4871,57843,0,73.500414,17676.03,,,,,
,4872,55497,0.00006,77.392067,17680.56,,,,,
,4873,50867,0.00044,73.069818,17689.1,,,,,
,4874,48119,0.00008,67.354741,17695.22,,,,,
,4875,46700,0.00008,50.458015,17698.24,,,,,
,4876,45500,0.00008,48.045892,17689.6,,,,,
,4877,45200,0.00238,48.88678,17690.85,,,,,
,4878,45600,1.320438,52.234,17694.03,,,,,
,4879,48195,49.115349,52.93313,17697.38,,,,,
,4880,52074,189.78073,62.234426,17693.77,,,,,
,4881,57806,393.819396,70.554965,17688.29,,,,,
,4882,61810,616.400795,67.171832,17685.81,,,,,
,4883,63493,787.001938,67.579847,17684.99,,,,,
,4884,63613,888.877231,70.883142,17292.93,,,,,
,4885,60495,927.974236,62.758881,16972.3,,,,,
,4886,62844,916.36343,77.542756,16930.29,,,,,
,4887,63799,858.369712,92.691058,16908.96,,,,,
,4888,63187,749.831093,94.782993,16891.07,,,,,
,4889,62765,572.915694,69.599589,16879.12,,,,,
,4890,61497,340.935035,64.013074,16866.17,,,,,
,4891,60126,113.092698,57.932097,16858.94,,,,,
,4892,59780,8.86056,61.732193,16892.79,,,,,
,4893,59686,0,57.684435,16918.89,,,,,
,4894,57434,0.00028,60.709773,16944.03,,,,,
,4895,54897,0.00008,60.867708,16982.82,,,,,
,4896,52972,0.00014,64.098034,17010.82,,,,,
,4897,49033,0.00016,62.229581,17027.34,,,,,
,4898,46700,0.00024,55.455623,17042.7,,,,,
,4899,45200,0.00006,58.201202,17042.72,,,,,
,4900,44100,0,84.118113,17044.81,,,,,
,4901,43900,0.0003,84.438962,17052.54,,,,,
,4902,43900,1.152151,70.336948,17051.01,,,,,
,4903,45400,52.581469,58.05656,17045.09,,,,,
,4904,47443,234.579988,48.757183,17040.48,,,,,
,4905,51534,454.188942,54.238864,17039.92,,,,,
,4906,54929,641.675429,49.242377,17037.16,,,,,
,4907,57083,779.656334,50.433859,17033.5,,,,,
,4908,57892,861.847731,54.086628,17034.51,,,,,
,4909,56150,892.448977,53.676134,17039.36,,,,,
,4910,58061,870.411483,89.907279,17040.79,,,,,
,4911,58717,794.979295,83.387645,17135.31,,,,,
,4912,57903,686.441968,68.603893,17160.9,,,,,
,4913,56737,519.803186,50.052061,17164.21,,,,,
,4914,54653,308.391032,35.777943,17161.43,,,,,
,4915,53963,114.201526,37.372011,17166.49,,,,,
,4916,54887,10.873683,24.300252,17223.21,,,,,
,4917,55737,0.00008,26.957355,17292.79,,,,,
,4918,54126,0,34.944866,17363.27,,,,,
,4919,52162,0.00028,58.178535,17411.26,,,,,
,4920,50378,0,67.9583,17444.96,,,,,
,4921,46600,0.00022,86.063682,17476.29,,,,,
,4922,44500,0.00008,100.776592,17484.06,,,,,
,4923,43000,0.0003,118.585895,17497.02,,,,,
,4924,41900,0,134.447595,17517.67,,,,,
,4925,41500,0.00006,139.786924,17556.5,,,,,
,4926,41400,0.754576,146.626672,17605.08,,,,,
,4927,42400,41.571739,164.689314,17648.96,,,,,
,4928,43100,172.879657,152.250904,17688.48,,,,,
,4929,44800,345.240921,163.412249,17744.38,,,,,
,4930,47509,526.94466,148.332438,17801.18,,,,,
,4931,49585,648.096071,126.970679,17869.5,,,,,
,4932,50727,744.71362,108.283379,17896.53,,,,,
,4933,50645,800.39554,90.486096,17934.05,,,,,
,4934,51876,786.28572,84.781647,17978.54,,,,,
,4935,52101,695.530986,89.454087,18025.54,,,,,
,4936,51840,588.052398,101.812174,18082.46,,,,,
,4937,51633,446.181446,86.650831,18128.77,,,,,
,4938,51153,258.110239,62.945166,18164.67,,,,,
,4939,51117,95.564663,42.204314,18171.02,,,,,
,4940,51990,9.063666,41.559187,18175.38,,,,,
,4941,53154,0.00022,54.760822,18166.52,,,,,
,4942,52160,0,60.039004,18168.26,,,,,
,4943,50231,0,63.400121,18171.77,,,,,
,4944,47615,0.00008,59.280147,18171.82,,,,,
,4945,44000,0.00022,88.279772,18179.36,,,,,
,4946,41800,0.00014,107.698382,18185.73,,,,,
,4947,40400,0.00022,90.881007,18195.12,,,,,
,4948,39700,0.00008,93.01915,18199.79,,,,,
,4949,39700,0.00008,76.997149,18202.08,,,,,
,4950,40500,0.398296,68.856129,18197.85,,,,,
,4951,43400,40.401547,65.954902,18197.02,,,,,
,4952,47919,174.832648,49.295766,18189.18,,,,,
,4953,55034,340.700845,45.24769,18180.09,,,,,
,4954,60262,517.500225,56.921733,18180.14,,,,,
,4955,62808,644.649954,61.297092,18177.57,,,,,
,4956,63859,697.343254,51.594192,18176.94,,,,,
,4957,61318,724.687573,50.57598,18161.25,,,,,
,4958,64284,742.816552,70.489033,18095.24,,,,,
,4959,65445,680.844082,72.731141,18081.39,,,,,
,4960,64829,567.274577,58.977948,18056.35,,,,,
,4961,64687,436.696034,35.041635,18057.99,,,,,
,4962,63016,281.661744,22.147739,18057.76,,,,,
,4963,61205,116.557679,16.301349,18060.28,,,,,
,4964,60796,10.955833,23.540214,17013.23,,,,,
,4965,60844,0.00014,32.697042,17320.28,,,,,
,4966,58488,0,44.350899,17451.39,,,,,
,4967,55653,0.00016,55.76696,17534.17,,,,,
,4968,53588,0.00016,66.377893,17594.73,,,,,
,4969,49220,0.00006,82.978626,17611.3,,,,,
,4970,46700,0.00006,127.428318,17609.2,,,,,
,4971,45300,0.00016,138.574363,17603.97,,,,,
,4972,44400,0.00014,165.99342,17607.4,,,,,
,4973,44000,0,187.109983,17616.76,,,,,
,4974,44400,0.851242,205.619698,17625.48,,,,,
,4975,47080,55.675657,219.824121,17634.33,,,,,
,4976,50921,222.112529,210.341996,17645.19,,,,,
,4977,57293,431.676191,217.084299,17641.05,,,,,
,4978,62511,603.669296,218.838222,17624.94,,,,,
,4979,64984,724.078435,231.145009,17619.51,,,,,
,4980,66251,806.775877,215.550405,17618.45,,,,,
,4981,63161,843.863326,197.376851,17575.81,,,,,
,4982,65944,840.699639,179.834792,17484.74,,,,,
,4983,67323,773.769915,191.853782,17471.42,,,,,
,4984,67004,675.469468,172.615804,17437.7,,,,,
,4985,66583,524.219792,144.245142,17428.71,,,,,
,4986,64674,312.859009,112.317931,17421.63,,,,,
,4987,62856,107.091151,118.003303,17421.2,,,,,
,4988,62279,8.777332,117.469954,17456.08,,,,,
,4989,62032,0.00014,142.409715,17497.35,,,,,
,4990,59086,0,163.701239,17525.08,,,,,
,4991,56112,0.00006,191.586325,17565.53,,,,,
,4992,53819,0.00016,207.926559,17596.62,,,,,
,4993,49613,0,232.254727,17602.54,,,,,
,4994,46900,0.00016,275.173274,17607.76,,,,,
,4995,45400,0.00014,304.644953,17613.59,,,,,
,4996,44500,0.00022,331.469343,17613.72,,,,,
,4997,44300,0.00024,326.620463,17614.43,,,,,
,4998,44600,0.798713,325.789456,17618.65,,,,,
,4999,46900,46.672968,332.011991,17616.25,,,,,
,5000,50542,185.054327,331.035534,17616.15,,,,,
,5001,56618,363.809689,333.079475,17619.85,,,,,
,5002,61092,520.780386,314.808209,17621.29,,,,,
,5003,63352,613.554254,297.39303,17614.58,,,,,
,5004,64150,642.431205,251.819151,17616.76,,,,,
,5005,61402,674.453013,230.065169,17609.22,,,,,
,5006,64053,576.639632,242.872379,17590.22,,,,,
,5007,64904,444.62232,238.333808,17581.28,,,,,
,5008,64501,402.464603,224.758551,17530.62,,,,,
,5009,64231,288.614445,232.475213,17501.89,,,,,
,5010,62499,177.725807,239.325976,17495.02,,,,,
,5011,60861,71.107521,257.102754,17483.99,,,,,
,5012,60559,4.390226,262.615141,17515.15,,,,,
,5013,60565,0.00008,256.62678,17556.02,,,,,
,5014,58514,0.00014,265.173045,17589.36,,,,,
,5015,55730,0.00008,286.310346,17602.34,,,,,
,5016,53509,0.00016,310.61711,17609.08,,,,,
,5017,49179,0.00006,297.079586,17613.64,,,,,
,5018,46800,0,309.011806,17614.08,,,,,
,5019,45400,0.00014,310.59861,17612.61,,,,,
,5020,44300,0.00022,269.803251,17572.54,,,,,
,5021,44000,0.00006,252.445002,17602.32,,,,,
,5022,44400,0.121766,266.150803,17605.1,,,,,
,5023,46700,20.955287,259.487852,17617.99,,,,,
,5024,50302,121.892455,230.672871,17617.51,,,,,
,5025,56119,294.885706,199.324735,17577.65,,,,,
,5026,60616,500.499103,166.268355,17518.6,,,,,
,5027,63196,666.622285,142.026978,17492.11,,,,,
,5028,64311,794.744316,126.114668,17464.71,,,,,
,5029,61614,844.069119,118.099922,17405.93,,,,,
,5030,64755,815.26889,145.694221,17319.93,,,,,
,5031,66192,775.346797,131.40926,17288.71,,,,,
,5032,65237,679.654378,115.483207,17237.92,,,,,
,5033,64836,510.253639,100.809559,17189.69,,,,,
,5034,63207,293.418116,102.098015,17176.61,,,,,
,5035,61409,97.349985,105.266173,17149.05,,,,,
,5036,61116,6.442323,145.964326,17124.93,,,,,
,5037,60701,0.00012,195.916331,17139.98,,,,,
,5038,58595,0.00016,216.004362,17121.73,,,,,
,5039,55975,0.00016,217.977157,17115.06,,,,,
,5040,53977,0.00008,229.128784,17077.88,,,,,
,5041,49779,0.00006,204.046151,17053.09,,,,,
,5042,47117,0.00006,168.264737,17015.62,,,,,
,5043,45600,0.00008,157.191557,16981.55,,,,,
,5044,44500,0.00032,174.331548,16947.7,,,,,
,5045,44200,0.00028,199.771213,16917.79,,,,,
,5046,44700,0.376047,178.916819,16889.36,,,,,
,5047,46800,37.745314,173.931908,16857.26,,,,,
,5048,50673,156.338945,159.162102,16822.99,,,,,
,5049,56544,313.706316,170.808274,16789.6,,,,,
,5050,60887,461.500455,177.743394,16745.73,,,,,
,5051,63091,571.637747,188.764454,16688.09,,,,,
,5052,64092,613.345494,182.273175,16678.78,,,,,
,5053,61439,659.293035,202.888158,16660.57,,,,,
,5054,63757,680.824751,248.688176,16600.18,,,,,
,5055,64812,656.349136,236.178563,16575.09,,,,,
,5056,64063,565.843482,246.230104,16563.96,,,,,
,5057,63264,428.602656,236.442316,16534.27,,,,,
,5058,61371,251.134103,211.765026,16525.03,,,,,
,5059,59612,84.532977,205.453238,16517.9,,,,,
,5060,59541,5.068675,198.032159,16509.8,,,,,
,5061,59920,0.00014,171.178365,16566.98,,,,,
,5062,57675,0,158.294298,16610.71,,,,,
,5063,54858,0,129.873586,16611.43,,,,,
,5064,52884,0.00022,129.882107,16612.74,,,,,
,5065,48853,0.00014,123.581143,16615.02,,,,,
,5066,46400,0.00022,149.323261,16615.68,,,,,
,5067,44700,0.00032,176.737851,16618.13,,,,,
,5068,43700,0.00006,189.222548,16559.86,,,,,
,5069,43200,0.00016,187.102153,16375.13,,,,,
,5070,43200,0.262418,155.243934,16547.16,,,,,
,5071,44300,35.861434,129.778608,16701.11,,,,,
,5072,46200,178.831527,105.900476,16770.09,,,,,
,5073,48789,361.941588,74.087097,16817.33,,,,,
,5074,51448,519.465445,54.587097,16866.79,,,,,
,5075,53374,652.449859,51.741993,16908.62,,,,,
,5076,54262,789.509828,52.208145,16948.34,,,,,
,5077,53404,854.821727,44.679112,16996.99,,,,,
,5078,54455,858.923034,73.681414,17021.86,,,,,
,5079,54739,782.456936,78.598443,17064.97,,,,,
,5080,54399,680.533822,59.691421,17101.49,,,,,
,5081,53591,506.855451,42.792056,17147.22,,,,,
,5082,52836,299.528914,31.732806,17188.42,,,,,
,5083,52814,96.74441,18.431956,17233.42,,,,,
,5084,53857,5.939425,23.990906,17260.72,,,,,
,5085,54729,0,23.104415,17284.09,,,,,
,5086,53476,0.00022,10.271133,17307.7,,,,,
,5087,51547,0.00008,8.861429,17349.76,,,,,
,5088,49676,0.0003,12.355091,17401.51,,,,,
,5089,46000,0,11.535541,17463.15,,,,,
,5090,43600,0.00012,15.259489,17522.51,,,,,
,5091,42200,0.0003,21.402683,17576.97,,,,,
,5092,41200,0.00008,18.896617,17595.98,,,,,
,5093,40600,0.00008,17.498483,17607.68,,,,,
,5094,40500,0.377323,20.570717,17668.41,,,,,
,5095,41400,44.187911,21.160151,17712.73,,,,,
,5096,42300,199.554456,10.950167,17722.35,,,,,
,5097,44100,414.179481,1.413402,17717.13,,,,,
,5098,46300,639.529124,0.507372,17708.31,,,,,
,5099,48500,792.696208,1.831379,17800.45,,,,,
,5100,49611,877.310568,3.945026,17902.37,,,,,
,5101,49982,891.885579,9.955837,17920.72,,,,,
,5102,51050,870.113895,19.189989,17933.37,,,,,
,5103,51297,793.657031,30.947428,17937.8,,,,,
,5104,51315,672.903396,17.222415,17923.01,,,,,
,5105,51254,502.633686,26.089192,17887.39,,,,,
,5106,51271,279.63851,27.206069,17876.69,,,,,
,5107,51573,94.230972,29.25931,17887.5,,,,,
,5108,52941,7.141059,16.314181,17886.68,,,,,
,5109,53946,0.004888,4.584831,17879.02,,,,,
,5110,52853,0.00022,3.112368,17881.5,,,,,
,5111,50891,0.00008,2.634883,17891.43,,,,,
,5112,48349,0.00006,3.261185,17911.36,,,,,
,5113,44400,0.00014,7.815256,17936.6,,,,,
,5114,42200,0.00032,17.069471,17953.43,,,,,
,5115,40600,0.00014,25.680441,17968.66,,,,,
,5116,39700,0.00032,27.293155,17992.74,,,,,
,5117,39600,0.00014,25.873846,18013.36,,,,,
,5118,40100,0.366355,27.50309,18032.02,,,,,
,5119,42600,42.419704,32.385007,18049.99,,,,,
,5120,46000,195.451802,33.924468,18054.56,,,,,
,5121,50751,413.519367,16.96326,18057.86,,,,,
,5122,54281,641.91657,8.824629,18054.13,,,,,
,5123,56470,788.238339,11.300011,18054.64,,,,,
,5124,57408,859.064736,10.639215,18057.45,,,,,
,5125,56508,870.049003,18.200344,18042.01,,,,,
,5126,58314,789.430117,22.890886,17985.59,,,,,
,5127,58915,682.754792,23.734417,17978.18,,,,,
,5128,58588,551.604046,20.186928,17964.04,,,,,
,5129,58229,416.913446,17.37579,17944.17,,,,,
,5130,57554,265.964347,13.702605,17939.16,,,,,
,5131,56057,81.774259,12.827745,17929.95,,,,,
,5132,55894,2.974431,7.756803,17946.71,,,,,
,5133,55997,0,8.919676,17973.28,,,,,
,5134,53800,0,8.84444,17981.53,,,,,
,5135,51396,0,6.523878,18010.66,,,,,
,5136,49627,0.00032,3.140247,18072.65,,,,,
,5137,45700,0.00014,2.385131,18126,,,,,
,5138,43200,0.00028,0.074617,18164.62,,,,,
,5139,41700,0.00016,0.344246,18172.14,,,,,
,5140,40700,0.00022,0.081849,18197.4,,,,,
,5141,40500,0.00014,0.060216,18234.15,,,,,
,5142,40900,0.301879,0.476714,18258.16,,,,,
,5143,42800,40.61357,0.53538,18265.7,,,,,
,5144,45900,158.819241,0.324443,18265.69,,,,,
,5145,50536,344.518372,0.660873,18272.78,,,,,
,5146,53968,482.240761,0.232299,18285.87,,,,,
,5147,56098,480.726398,1.428907,18294.93,,,,,
,5148,56902,473.935019,8.733676,18322.94,,,,,
,5149,55806,452.176679,17.209239,18334.02,,,,,
,5150,57604,449.450118,20.077781,18285.16,,,,,
,5151,58086,408.336244,29.091273,18270.69,,,,,
,5152,57855,322.08317,30.974564,18244.85,,,,,
,5153,57697,221.031871,31.217871,18238.54,,,,,
,5154,56855,148.57682,45.041492,18259.48,,,,,
,5155,55707,64.47383,21.397592,18295.17,,,,,
,5156,55985,5.688792,12.89969,18364.66,,,,,
,5157,56166,0.00008,2.347902,18418.52,,,,,
,5158,54301,0.00024,2.193661,18459.38,,,,,
,5159,51710,0.00016,2.477774,18452.85,,,,,
,5160,50058,0.00014,2.540528,18442.07,,,,,
,5161,46300,0,3.414234,18401.11,,,,,
,5162,43800,0,8.357312,18367.27,,,,,
,5163,42300,0,6.666699,18330.15,,,,,
,5164,41500,0,1.992929,18305.87,,,,,
,5165,41300,0,5.353055,18287.97,,,,,
,5166,41500,0.541478,4.662405,18269.85,,,,,
,5167,43700,38.639697,4.91024,18230.53,,,,,
,5168,47112,145.375828,4.568849,18202.09,,,,,
,5169,51867,300.756899,2.748197,18174.72,,,,,
,5170,56090,466.099917,5.428418,18148.98,,,,,
,5171,59059,590.309283,3.062783,18123.94,,,,,
,5172,60606,650.49095,3.149572,18105.19,,,,,
,5173,59808,717.732896,7.250632,18079.29,,,,,
,5174,61833,688.347227,14.862216,17979.45,,,,,
,5175,62663,611.172792,18.006394,17946.88,,,,,
,5176,62445,514.014445,11.493208,17939.27,,,,,
,5177,62389,368.613992,4.392117,17919.54,,,,,
,5178,61576,211.744657,5.403991,17888.74,,,,,
,5179,60173,70.507648,8.087677,17893.15,,,,,
,5180,60488,6.567926,5.514929,17966.86,,,,,
,5181,60653,0,8.123721,18026.21,,,,,
,5182,58492,0,4.082566,18065,,,,,
,5183,55558,0,3.148986,18141.41,,,,,
,5184,53431,0,7.689146,18200.73,,,,,
,5185,48972,0,13.2571,18242.78,,,,,
,5186,46000,0,16.245874,18261.7,,,,,
,5187,44200,0,13.167554,18282.02,,,,,
,5188,43200,0,14.382325,18307.02,,,,,
,5189,42700,0,20.346798,18313.87,,,,,
,5190,43100,0.369783,17.487213,18319.55,,,,,
,5191,45600,43.141426,19.54057,18327.49,,,,,
,5192,49679,198.272911,21.919108,18321.6,,,,,
,5193,56205,438.427519,23.970038,18305.94,,,,,
,5194,61533,645.110925,43.541436,18291.72,,,,,
,5195,64466,768.804312,65.097884,18288.65,,,,,
,5196,65928,838.852127,36.442643,18293.16,,,,,
,5197,64045,884.682384,22.511514,18270.1,,,,,
,5198,66128,850.483627,33.548755,18232.74,,,,,
,5199,66609,784.598352,48.274685,18178.07,,,,,
,5200,66125,678.962466,55.181381,18142.32,,,,,
,5201,65970,469.917656,42.091524,18099.6,,,,,
,5202,64567,264.033808,28.219182,18085.65,,,,,
,5203,62735,77.434859,29.774289,18079.69,,,,,
,5204,62785,2.954573,31.015799,18074.59,,,,,
,5205,62713,0,28.443036,18131.06,,,,,
,5206,60289,0,23.689849,18175.48,,,,,
,5207,57180,0,27.58931,18181.84,,,,,
,5208,54922,0,43.759939,18202.25,,,,,
,5209,50469,0,52.362061,18214.72,,,,,
,5210,47576,0,37.312839,18228.35,,,,,
,5211,45900,0,27.209445,18230.91,,,,,
,5212,44900,0,31.999594,18214.99,,,,,
,5213,44600,0,25.980095,18210.05,,,,,
,5214,44700,0.348244,18.533764,18229.68,,,,,
,5215,47139,46.02705,14.55724,18241.2,,,,,
,5216,50996,229.876208,13.175443,18245.48,,,,,
,5217,57176,485.709435,26.071532,18237.36,,,,,
,5218,62001,699.363188,32.500811,18228.91,,,,,
,5219,64373,821.163751,45.161323,18215.54,,,,,
,5220,65162,895.385943,43.085271,18211.77,,,,,
,5221,62902,918.899407,37.332445,18214.09,,,,,
,5222,64945,898.942111,53.31653,18223.28,,,,,
,5223,65633,831.080391,49.65183,18219.53,,,,,
,5224,65218,707.314802,33.338595,18203.38,,,,,
,5225,64987,511.91819,33.531555,18187.96,,,,,
,5226,63663,277.38788,23.323698,18182.8,,,,,
,5227,61978,84.838867,25.342163,18180.19,,,,,
,5228,61865,3.644599,22.636174,18189.28,,,,,
,5229,61690,0,18.368988,18207.02,,,,,
,5230,59158,0,20.465388,18222.12,,,,,
,5231,56332,0,14.066688,18235.41,,,,,
,5232,54212,0,10.356582,18241.18,,,,,
,5233,50002,0,9.757078,18239.67,,,,,
,5234,47346,0,6.688232,18244.72,,,,,
,5235,45600,0,3.574157,18251.38,,,,,
,5236,44500,0,5.346837,18256.23,,,,,
,5237,43800,0,7.505252,18254.03,,,,,
,5238,43900,0.351555,12.991812,18241.29,,,,,
,5239,45300,44.280632,18.890442,18248.87,,,,,
,5240,47559,222.445171,19.913644,18262.23,,,,,
,5241,51679,470.087959,21.185229,18259.5,,,,,
,5242,55314,676.234891,16.164921,18249.09,,,,,
,5243,58126,833.624222,15.609184,18234.1,,,,,
,5244,59045,910.797013,17.635846,18230.25,,,,,
,5245,57426,934.625387,23.332037,18229.67,,,,,
,5246,58488,895.10658,47.010805,18225,,,,,
,5247,58555,828.53425,39.446548,18224.31,,,,,
,5248,57541,701.098823,41.072464,18233.62,,,,,
,5249,56320,510.059256,22.898673,18226.91,,,,,
,5250,54890,283.87003,13.72143,18204.43,,,,,
,5251,54452,83.842176,13.663703,18210.96,,,,,
,5252,55635,5.276902,10.384011,18213.02,,,,,
,5253,56348,0,6.877975,18206.67,,,,,
,5254,54834,0,12.082676,18216.15,,,,,
