param:,tech:,inv,var,fix,f,capa,eff,em,yr,:=
,1168,62267,592.274861,366.613448,19469.09,,,,,
,1169,62297,382.98845,375.532577,19490.62,,,,,
,1170,62245,101.950324,349.744244,19510.28,,,,,
,1171,63428,1.073468,328.551131,19522.37,,,,,
,1172,62895,0.046009,338.994487,19526.23,,,,,
,1173,60817,0.034748,311.52544,19544.88,,,,,
,1174,59180,0,302.252789,19545.09,,,,,
,1175,60601,0.00008,322.263706,19560.91,,,,,
,1176,61442,0,308.697164,19588.9,,,,,
,1177,57890,0.00016,303.713383,19614.79,,,,,
,1178,55488,0.00028,306.665937,19646.72,,,,,
,1179,54270,0.00048,318.116578,19686.61,,,,,
,1180,53478,0.0011,307.661639,19711.75,,,,,
,1181,53904,0.00024,303.43138,19741.77,,,,,
,1182,54680,0.00038,277.726136,19763.38,,,,,
,1183,56291,0.064721,273.758342,19763.23,,,,,
,1184,57896,16.066277,279.325182,19763.43,,,,,
,1185,61699,149.622426,289.250623,19759.98,,,,,
,1186,63958,324.774709,307.465567,19757.97,,,,,
,1187,64530,467.857134,269.525981,19761.09,,,,,
,1188,64270,516.71025,251.203815,19752.4,,,,,
,1189,59569,496.382595,221.928148,19695.75,,,,,
,1190,61636,438.4649,197.888082,19625.75,,,,,
,1191,62075,328.911983,176.13193,19620.99,,,,,
,1192,61177,167.237343,171.159686,19608.36,,,,,
,1193,61251,114.298332,175.643976,19606.52,,,,,
,1194,61119,34.674381,174.10357,19584.2,,,,,
,1195,62334,0.159104,120.187109,19600.7,,,,,
,1196,61746,0.043858,90.286922,19683,,,,,
,1197,59940,0.037248,75.600732,19700.86,,,,,
,1198,58443,0.00016,95.334835,19711.05,,,,,
,1199,59785,0.00014,71.410933,19720.76,,,,,
,1200,60898,0.00032,39.203988,19736.98,,,,,
,1201,57390,0.00006,22.530775,19746.84,,,,,
,1202,55001,0.00016,14.744215,19758.55,,,,,
,1203,53742,0,29.939114,19761.9,,,,,
,1204,53135,0.0003,44.351408,19761.76,,,,,
,1205,53441,0.00054,68.552016,19761.72,,,,,
,1206,53843,0.00024,132.452808,19761.38,,,,,
,1207,54330,0.056218,128.854647,19760.39,,,,,
,1208,54196,7.572168,148.768,19760.81,,,,,
,1209,55750,121.351988,166.069695,19759.98,,,,,
,1210,56916,354.963755,191.331425,19760,,,,,
,1211,57670,547.622073,218.576799,19761.57,,,,,
,1212,57114,674.37858,230.911163,19763.37,,,,,
,1213,53364,780.24977,294.663405,19764.63,,,,,
,1214,53858,832.055744,339.639302,19762.83,,,,,
,1215,53488,781.741443,353.340415,19764.12,,,,,
,1216,52253,621.445704,377.618426,19764.68,,,,,
,1217,51665,348.675431,384.602993,19763.6,,,,,
,1218,50921,99.489708,377.844709,19761.93,,,,,
,1219,53232,1.367056,372.566536,19759.08,,,,,
,1220,54021,0.048787,394.1323,19757.83,,,,,
,1221,53621,0.033686,414.037879,19757.19,,,,,
,1222,53358,0.00032,421.834046,19756.96,,,,,
,1223,55679,0.00008,465.375215,19756.74,,,,,
,1224,57153,0.00014,504.423221,19757.32,,,,,
,1225,53941,0.00024,510.12778,19757.2,,,,,
,1226,51511,0.00014,483.739533,19755.4,,,,,
,1227,50172,0.00016,443.952779,19754.28,,,,,
,1228,49853,0.00016,435.912116,19752.93,,,,,
,1229,50184,0.0003,417.356004,19751.18,,,,,
,1230,50648,0.00038,386.828865,19750.31,,,,,
,1231,50586,0.101648,328.92004,19748.19,,,,,
,1232,48799,24.114506,292.377035,19748.8,,,,,
,1233,46931,264.1169,269.163745,19748.56,,,,,
,1234,46300,580.528825,315.014037,19749.03,,,,,
,1235,47423,774.36165,342.128229,19750.73,,,,,
,1236,47102,897.841168,367.012424,19754.26,,,,,
,1237,45900,969.142205,357.363537,19756.56,,,,,
,1238,46100,957.121038,336.672136,19755.12,,,,,
,1239,45900,896.975074,350.455503,19753.77,,,,,
,1240,45600,745.670999,339.842564,19753.68,,,,,
,1241,45800,440.084663,301.076531,19753.78,,,,,
,1242,46500,94.683383,275.480649,19751.93,,,,,
,1243,49446,1.100288,228.21019,19749.46,,,,,
,1244,50647,0.04943,205.959133,19746.72,,,,,
,1245,50514,0.040226,106.306871,19745.84,,,,,
,1246,50650,0.00016,107.397054,19746.14,,,,,
,1247,53140,0.00016,131.550292,19744.9,,,,,
,1248,53739,0.0003,140.316465,19744.41,,,,,
,1249,50423,0.00006,167.225634,19743.98,,,,,
,1250,47984,0.00016,184.452742,19744.38,,,,,
,1251,46800,0.00008,154.663292,19744.19,,,,,
,1252,46700,0.00014,127.281096,19742.48,,,,,
,1253,47591,0.00054,125.446156,19741.24,,,,,
,1254,48984,0.001192,99.698858,19742.32,,,,,
,1255,50789,0.063756,56.955321,19742.64,,,,,
,1256,52882,8.732765,26.492743,19742.81,,,,,
,1257,58089,94.880034,12.65684,19740.96,,,,,
,1258,61121,209.156108,27.841742,19738.8,,,,,
,1259,62072,330.003566,32.970736,19740,,,,,
,1260,61708,366.122216,32.308395,19734.06,,,,,
,1261,57214,349.796527,14.170435,19661.55,,,,,
,1262,58557,338.44038,33.438657,19563.6,,,,,
,1263,58699,304.049911,70.903607,19550.89,,,,,
,1264,57766,211.487695,110.5868,19539.36,,,,,
,1265,57841,112.750472,107.414551,19560.11,,,,,
,1266,57765,29.969054,76.956245,19559.9,,,,,
,1267,59661,0.182624,74.837514,19562.27,,,,,
,1268,59747,0.042879,79.949864,19622.88,,,,,
,1269,57957,0,85.122988,19655.83,,,,,
,1270,56806,0.00016,95.737527,19670.92,,,,,
,1271,58129,0.00016,122.978194,19709.84,,,,,
,1272,58889,0.00038,134.931996,19733.36,,,,,
,1273,54720,0.0002,172.670423,19745.31,,,,,
,1274,52069,0.00008,203.682255,19746.07,,,,,
,1275,50806,0.00016,232.767346,19744.15,,,,,
,1276,50362,0.00022,258.812282,19742.34,,,,,
,1277,51144,0.00006,287.717,19740.47,,,,,
,1278,52675,0.0004,304.012288,19740.18,,,,,
,1279,54372,0.083324,289.068742,19738.91,,,,,
,1280,55531,14.292272,296.980851,19739.06,,,,,
,1281,58956,157.178374,264.855264,19737.7,,,,,
,1282,60663,390.215145,293.432195,19736.66,,,,,
,1283,60745,605.167017,307.820952,19738.36,,,,,
,1284,59888,775.164862,362.636812,19739.42,,,,,
,1285,54961,833.036488,460.755198,19699.14,,,,,
,1286,56340,805.279004,531.578909,19612.34,,,,,
,1287,56557,710.267291,568.310161,19612.91,,,,,
,1288,55764,517.109896,534.038015,19589.34,,,,,
,1289,55747,276.226853,539.063011,19587.11,,,,,
,1290,55840,72.645972,522.056893,19571.94,,,,,
,1291,57951,1.316033,472.830224,19569.91,,,,,
,1292,58494,0.04071,437.296126,19621.18,,,,,
,1293,57036,0.00022,403.516127,19659.72,,,,,
,1294,55993,0.00024,371.290453,19697.1,,,,,
,1295,57290,0.00014,362.731786,19716.23,,,,,
,1296,57570,0.00032,330.324975,19735.22,,,,,
,1297,53445,0.00008,275.004337,19734.91,,,,,
,1298,50689,0.00006,265.733485,19734.32,,,,,
,1299,49442,0.00024,244.89802,19735.32,,,,,
,1300,49238,0.00016,242.821343,19735.6,,,,,
,1301,50198,0.00014,244.371324,19736.04,,,,,
,1302,51899,0.00038,233.546961,19735.59,,,,,
,1303,53506,0.115109,218.616361,19735.35,,,,,
,1304,54493,26.038738,217.193311,19735.67,,,,,
,1305,57391,259.093065,198.317709,19734.18,,,,,
,1306,58735,559.969805,234.493555,19730.05,,,,,
,1307,58871,750.829295,237.770471,19735.71,,,,,
,1308,58105,807.050132,251.499964,19737.45,,,,,
,1309,53722,838.18572,257.250629,19732.17,,,,,
,1310,55482,831.6271,288.00186,19698.56,,,,,
,1311,56016,747.137287,294.362663,19685.32,,,,,
,1312,55712,586.214682,293.844681,19676.49,,,,,
,1313,55731,346.978937,306.064234,19636.67,,,,,
,1314,55353,94.128935,317.585839,19633.2,,,,,
,1315,56565,1.410755,322.137445,19630.43,,,,,
,1316,56517,0.047386,350.386366,19622.92,,,,,
,1317,55138,0,409.233857,19639.81,,,,,
,1318,54542,0.00014,417.672135,19674.38,,,,,
,1319,55452,0.0003,417.340817,19715.4,,,,,
,1320,55665,0.00024,449.864729,19728.15,,,,,
,1321,51302,0.0004,492.230786,19728.53,,,,,
,1322,48439,0.00022,476.082812,19728.29,,,,,
,1323,47177,0.00006,492.561149,19729.52,,,,,
,1324,46950,0.00032,496.877899,19728.7,,,,,
,1325,48061,0.00014,464.550069,19729.16,,,,,
,1326,49771,0.00024,442.594123,19729.52,,,,,
,1327,51125,0.134062,384.804069,19729.61,,,,,
,1328,51876,33.68811,329.25438,19727.72,,,,,
,1329,55102,284.738568,263.120628,19727.35,,,,,
,1330,57183,621.460884,250.242581,19727.37,,,,,
,1331,58405,831.167692,238.622497,19718.87,,,,,
,1332,58443,943.272954,254.550928,19696.49,,,,,
,1333,55337,954.443559,319.493267,19712,,,,,
,1334,57344,908.599842,305.382703,19715.78,,,,,
,1335,57862,817.526341,309.831379,19720.15,,,,,
,1336,57368,656.248364,323.240337,19701.33,,,,,
,1337,57323,399.890783,321.217998,19698.17,,,,,
,1338,57183,116.827606,307.745992,19697.9,,,,,
,1339,57568,2.357991,282.558259,19699.06,,,,,
,1340,56997,0.039616,243.00146,19726.96,,,,,
,1341,55266,0.00008,258.848208,19735.95,,,,,
,1342,54243,0.00008,273.384728,19735.44,,,,,
,1343,55525,0.00016,314.159707,19735.39,,,,,
,1344,55704,0.00038,345.850137,19734.65,,,,,
,1345,51390,0.00022,332.948146,19736.14,,,,,
,1346,48309,0.00014,352.335085,19734.31,,,,,
,1347,46949,0.00008,354.930142,19733.83,,,,,
,1348,46600,0.00014,335.182371,19734.35,,,,,
,1349,47807,0.0004,292.939047,19734.58,,,,,
,1350,49665,0,280.061715,19735.1,,,,,
,1351,51298,0.074852,269.646392,19734.56,,,,,
,1352,52029,15.456804,248.174534,19735.23,,,,,
,1353,54884,136.524541,194.996074,19733.45,,,,,
,1354,56854,317.354644,183.282193,19731.58,,,,,
,1355,57874,475.007878,205.326242,19730.35,,,,,
,1356,57875,569.50801,245.865786,19733.79,,,,,
,1357,54327,574.403354,257.450894,19725.5,,,,,
,1358,55842,541.425058,262.232087,19649.05,,,,,
,1359,56521,472.914892,281.511867,19627.42,,,,,
,1360,55741,337.774821,270.174266,19619.63,,,,,
,1361,55623,182.111212,285.436933,19622.11,,,,,
,1362,54940,53.106731,272.507835,19601.69,,,,,
,1363,56092,0.977024,245.046625,19595.87,,,,,
,1364,56399,0.048121,219.646155,19619.16,,,,,
,1365,54984,0.00008,233.707516,19645.56,,,,,
,1366,54111,0.0003,219.112007,19703.2,,,,,
,1367,55456,0,210.603735,19724.28,,,,,
,1368,55615,0.00016,233.690216,19737.28,,,,,
,1369,51599,0.00016,214.778809,19743.18,,,,,
,1370,48789,0.0003,227.414549,19743.31,,,,,
,1371,47264,0.00024,242.832921,19743.12,,,,,
,1372,46800,0.00022,217.936839,19742.67,,,,,
,1373,47822,0.00022,228.02425,19740.45,,,,,
,1374,49580,0.00008,189.074194,18976.14,,,,,
,1375,50600,0.08288,183.189577,18739.22,,,,,
,1376,50065,12.749164,133.336131,18738.82,,,,,
,1377,51174,115.480549,113.276176,18738.56,,,,,
,1378,51873,315.410682,132.999017,18739.68,,,,,
,1379,52811,560.315022,136.066619,18739.44,,,,,
,1380,52827,748.752515,129.569088,18739.45,,,,,
,1381,50057,851.373895,130.248805,18740.67,,,,,
,1382,51157,844.506867,159.173732,18741.75,,,,,
,1383,51381,756.73537,118.575839,18741.53,,,,,
,1384,50857,566.036242,102.551595,18741.03,,,,,
,1385,50313,305.566336,110.872843,18742.53,,,,,
,1386,49675,85.312889,85.007031,18742.76,,,,,
,1387,50672,1.812719,77.35434,18742.48,,,,,
,1388,50994,0.039338,81.152878,18740.77,,,,,
,1389,50433,0,73.557946,18739.6,,,,,
,1390,50459,0.00008,70.240742,18739.56,,,,,
,1391,52660,0.00006,67.310843,18739.07,,,,,
,1392,53514,0.00008,61.695822,18738.87,,,,,
,1393,50047,0.00038,59.551281,18739.9,,,,,
,1394,47402,0.00024,62.542072,18740.95,,,,,
,1395,46100,0.00022,63.704274,18741.02,,,,,
,1396,45500,0.00022,77.588117,18741.09,,,,,
,1397,46300,0.00016,92.66246,18740.68,,,,,
,1398,47361,0.00014,122.730911,18741.64,,,,,
,1399,47576,0.080991,120.449946,18741.43,,,,,
,1400,45700,12.711324,78.188551,18742.92,,,,,
,1401,43900,102.407029,58.357799,18744.1,,,,,
,1402,43700,220.899404,96.225532,18744.91,,,,,
,1403,44200,345.356594,103.96793,18744.81,,,,,
,1404,44100,411.208922,187.832413,18744.8,,,,,
,1405,43100,443.385367,212.393731,18745.48,,,,,
,1406,43300,373.388491,274.847941,18746.42,,,,,
,1407,42900,311.440478,297.34974,18746.7,,,,,
,1408,42700,161.017404,304.140029,18744.59,,,,,
,1409,42900,66.613715,319.042227,18742.86,,,,,
,1410,43800,12.414887,303.631827,18742.85,,,,,
,1411,46300,0.21603,317.130173,18744.14,,,,,
,1412,47767,0.0487,335.880353,18742.37,,,,,
,1413,47778,0.0002,418.931437,18740.73,,,,,
,1414,48147,0.00008,466.912129,18738.91,,,,,
,1415,50465,0,522.033361,18738.02,,,,,
,1416,50703,0.00008,521.87434,18738.02,,,,,
,1417,47230,0.00024,553.513091,18737.47,,,,,
,1418,44400,0.00044,564.001802,18736.45,,,,,
,1419,43200,0.00008,543.031751,18736.08,,,,,
,1420,42900,0.00008,553.525999,18735.62,,,,,
,1421,44000,0.00016,590.142257,18735.49,,,,,
,1422,45300,0.0003,620.470382,18734.54,,,,,
,1423,45900,0.12672,622.514316,18734.73,,,,,
,1424,45300,24.507736,622.398464,18733.93,,,,,
,1425,46400,156.059777,647.002987,18731.85,,,,,
,1426,47955,301.168783,664.965662,18728.4,,,,,
,1427,49736,401.397586,658.407279,18729.77,,,,,
,1428,50478,469.37842,629.600802,18672.99,,,,,
,1429,49214,501.953933,602.218661,18573.52,,,,,
,1430,49920,529.268146,567.211481,18466.1,,,,,
,1431,50100,495.110108,558.170856,18396.38,,,,,
,1432,49842,392.194801,534.325852,18139.14,,,,,
,1433,49741,235.326013,525.801575,17933.49,,,,,
,1434,49821,71.574833,522.313111,17930.6,,,,,
,1435,51522,1.851395,517.423857,17917.6,,,,,
,1436,52151,0.045162,528.319139,17955.8,,,,,
,1437,51838,0.00022,525.433833,17982.38,,,,,
,1438,51891,0.0004,505.588987,17988.75,,,,,
,1439,53807,0,458.611132,17996.29,,,,,
,1440,54174,0.00024,422.081581,18030.98,,,,,
,1441,50729,0.00044,363.416645,18047.15,,,,,
,1442,47911,0.00014,289.597422,18058.94,,,,,
,1443,46500,0.00054,295.681348,18061.78,,,,,
,1444,46400,0,334.976233,18061.27,,,,,
,1445,47427,0.00048,364.035471,18061.27,,,,,
,1446,48981,0.033788,377.295071,18061.99,,,,,
,1447,51109,0.200635,385.886134,18062.47,,,,,
,1448,53287,28.224617,357.946307,18060.95,,,,,
,1449,57600,210.235998,315.790091,18061.38,,,,,
,1450,60226,510.641206,307.848927,18063.67,,,,,
,1451,61058,764.26961,337.551331,18063.88,,,,,
,1452,60992,929.891359,321.358452,18064.86,,,,,
,1453,56997,1021.63,282.307076,18067.34,,,,,
,1454,59222,1023.19,247.777117,18066.54,,,,,
,1455,59881,930.917294,289.364026,18067.99,,,,,
,1456,59516,777.569242,357.292894,18069.27,,,,,
,1457,59736,517.615167,406.301983,18071.42,,,,,
,1458,59469,172.459943,411.783972,18071.11,,,,,
,1459,59987,5.074149,384.200364,18067.99,,,,,
,1460,59757,0.053138,406.112487,18066.41,,,,,
,1461,57705,0.00024,380.07495,18066.97,,,,,
,1462,56444,0.00024,343.294204,18065.72,,,,,
,1463,57769,0.00008,325.433214,18065.48,,,,,
,1464,58348,0.00038,332.045549,18064.04,,,,,
,1465,54486,0.00014,338.697167,18064.28,,,,,
,1466,51699,0.00024,335.244126,18062.2,,,,,
,1467,50378,0.00006,301.537622,18063.07,,,,,
,1468,50077,0.0003,300.225728,18062.14,,,,,
,1469,50809,0.00032,305.650737,18062.53,,,,,
,1470,52276,0.002036,306.609449,18060.54,,,,,
,1471,54196,0.333346,303.879366,18061.4,,,,,
,1472,55954,50.237043,278.690527,18062.79,,,,,
,1473,58977,316.017144,271.368611,18062.41,,,,,
,1474,60502,610.688759,281.697864,18062.71,,,,,
,1475,60567,811.002084,292.732152,18070.32,,,,,
,1476,59916,925.160074,327.72842,18078.3,,,,,
,1477,55177,976.740031,333.712644,18058.17,,,,,
,1478,57006,973.672255,310.302295,18018.92,,,,,
,1479,57391,894.607258,277.98398,18017.89,,,,,
,1480,56688,742.359173,284.275151,18012.3,,,,,
,1481,57203,494.296386,282.019104,18004.04,,,,,
,1482,57393,172.623688,257.519811,17983.51,,,,,
,1483,58512,5.635975,279.889796,17949.76,,,,,
,1484,58481,0.046434,299.679521,17944.85,,,,,
,1485,56795,0.00008,300.039919,17940.38,,,,,
,1486,55943,0.0003,311.159548,17940.43,,,,,
,1487,57185,0.00014,324.415734,17983.74,,,,,
,1488,57620,0.00006,332.467849,18037.21,,,,,
,1489,53405,0.00024,322.318568,18060.51,,,,,
,1490,50460,0.00024,326.27606,18072.71,,,,,
,1491,48980,0.00048,324.742265,18071.59,,,,,
,1492,48605,0,325.618852,18071.75,,,,,
,1493,49559,0.00006,317.665594,18071.38,,,,,
,1494,50879,0.00016,271.062837,18071.09,,,,,
,1495,52547,0.204249,213.315991,18071,,,,,
,1496,54043,31.319653,213.937512,18071.05,,,,,
,1497,57810,196.510032,173.38257,18071.41,,,,,
,1498,59814,414.355025,195.572639,18069.21,,,,,
,1499,60601,603.262577,184.030652,18078.29,,,,,
,1500,60678,762.717329,181.618101,18075.46,,,,,
,1501,56841,853.703463,144.854465,18021.1,,,,,
,1502,59416,851.855847,118.833326,18015.81,,,,,
,1503,60127,748.64738,120.543661,17982.06,,,,,
,1504,59527,575.882495,102.458238,17968.26,,,,,
,1505,59569,337.141252,70.703275,17954.27,,,,,
,1506,59285,97.21799,56.820708,17920.77,,,,,
,1507,59740,2.881924,77.023696,17932.37,,,,,
,1508,59400,0.045888,95.752491,17974.91,,,,,
,1509,57444,0.00008,119.652221,17991.63,,,,,
,1510,56081,0.00006,143.939284,18003.93,,,,,
,1511,57294,0,121.70909,18034.97,,,,,
,1512,57667,0.00016,129.806152,18058.98,,,,,
,1513,53426,0.0004,89.658221,18071.68,,,,,
,1514,50591,0.0003,92.642254,18076.44,,,,,
,1515,49241,0.00022,112.268117,18076.62,,,,,
,1516,48854,0.0002,126.117254,18077.1,,,,,
,1517,49485,0.00008,130.649781,18076.6,,,,,
,1518,50871,0.00006,112.062429,18076.77,,,,,
,1519,52748,0.06672,91.141565,18075.95,,,,,
,1520,54258,8.223031,89.693417,18075.57,,,,,
,1521,57488,71.306362,95.121735,18074.01,,,,,
,1522,59613,177.942402,109.93508,18071.62,,,,,
,1523,59940,259.918439,124.983552,18068.39,,,,,
,1524,59437,311.576796,164.000545,18025.15,,,,,
,1525,55108,323.533654,155.043039,18010,,,,,
,1526,57218,302.016688,169.361699,17960.96,,,,,
,1527,58001,269.858645,178.119527,17966.32,,,,,
,1528,57752,212.876862,169.532415,17953.85,,,,,
,1529,58317,134.854665,166.982644,17947.53,,,,,
,1530,58476,44.889308,149.414626,17946.04,,,,,
,1531,58896,2.056495,99.144149,17944.06,,,,,
,1532,58284,0.047145,110.085908,17998.81,,,,,
,1533,56594,0.00008,112.323072,18034.92,,,,,
,1534,55583,0.00006,112.797661,18059.74,,,,,
,1535,56774,0,102.219035,18072.49,,,,,
,1536,57101,0.00016,104.941163,18076,,,,,
,1537,53173,0.00022,130.300657,18076.25,,,,,
,1538,50322,0.00052,153.466457,18075.65,,,,,
,1539,48784,0,164.423081,18076,,,,,
,1540,48548,0.00032,208.334285,18075.68,,,,,
,1541,49443,0,237.062069,18074.99,,,,,
,1542,50761,0.0003,268.747327,18075.36,,,,,
,1543,51689,0.111654,311.868768,18074.9,,,,,
,1544,52047,11.824734,330.720433,18075.14,,,,,
,1545,53235,70.37774,348.039175,18074.77,,,,,
,1546,54311,181.842453,388.837316,18073.85,,,,,
,1547,54970,260.001759,421.032786,18074.58,,,,,
,1548,54895,276.07873,411.588846,18074.9,,,,,
,1549,51708,209.083288,438.040789,18075.38,,,,,
,1550,52806,168.50616,463.021952,18075.96,,,,,
,1551,52988,112.853999,522.890897,18075.51,,,,,
,1552,52213,65.444412,482.661659,18076.14,,,,,
,1553,51405,28.765724,462.287466,18075.09,,,,,
,1554,50464,8.044116,430.456494,18073.62,,,,,
,1555,51882,0.107748,387.860041,18072.58,,,,,
,1556,52359,0.052089,331.41395,18071.38,,,,,
,1557,51773,0,222.314061,18070.76,,,,,
,1558,51723,0.00008,169.70794,18070.9,,,,,
,1559,53853,0.00006,178.760966,18070.25,,,,,
,1560,54973,0.00022,200.899404,18069.67,,,,,
,1561,51608,0.00024,244.14798,18071.44,,,,,
,1562,48767,0.00024,261.051664,18070.16,,,,,
,1563,47285,0.00014,235.258335,18070.2,,,,,
,1564,46800,0.00012,184.51948,18069.09,,,,,
,1565,47381,0.00016,182.443092,18068.74,,,,,
,1566,48295,0.00016,212.973482,18068.82,,,,,
,1567,48272,0.070831,234.957227,18068.64,,,,,
,1568,46500,9.825744,250.905758,18068.52,,,,,
,1569,45100,96.266605,215.150657,18067.9,,,,,
,1570,44900,246.59939,239.581284,18067.57,,,,,
,1571,45700,455.365307,215.062168,18069.43,,,,,
,1572,45600,667.112691,221.366718,18068.46,,,,,
,1573,45100,809.036233,243.029766,18068.46,,,,,
,1574,45700,843.589565,179.099364,18067.97,,,,,
,1575,45600,796.718761,172.648609,18067.84,,,,,
,1576,45400,645.305568,145.27219,18068.37,,,,,
,1577,45300,394.861112,148.478538,18068.16,,,,,
,1578,46000,126.93342,140.951355,18067.1,,,,,
,1579,48292,5.943998,103.254012,18067.05,,,,,
,1580,49738,0.047166,66.906136,18064.77,,,,,
,1581,49720,0,40.283407,18065.39,,,,,
,1582,49932,0.00008,24.218443,18065.07,,,,,
,1583,52292,0.00024,15.78223,18065.26,,,,,
,1584,52649,0.00008,18.530349,18065.12,,,,,
,1585,49231,0.00006,19.614648,18065.14,,,,,
,1586,46700,0.00008,26.51302,18063.89,,,,,
,1587,45400,0.00044,43.628655,18063.42,,,,,
,1588,45400,0.00024,53.160616,18062.62,,,,,
,1589,46600,0.00028,62.233969,18062.15,,,,,
,1590,48303,0.010128,65.769696,18061.02,,,,,
,1591,50829,0.240001,71.360568,18060.24,,,,,
,1592,53414,39.068146,82.383928,18060.05,,,,,
,1593,57734,228.338264,69.549649,18058.87,,,,,
,1594,60245,423.66526,77.85029,18057.93,,,,,
,1595,60869,567.091282,64.782852,18056.24,,,,,
,1596,60498,627.169883,49.065468,18054.88,,,,,
,1597,56441,525.69725,19.84154,18046.54,,,,,
,1598,58690,413.202923,37.775548,18002.08,,,,,
,1599,59644,333.140815,47.601877,17990.31,,,,,
,1600,59434,231.539962,39.120127,17956.71,,,,,
,1601,59674,147.899769,44.234391,17943.1,,,,,
,1602,59411,46.797384,65.920906,17923.35,,,,,
,1603,60079,1.88106,104.526368,17926.16,,,,,
,1604,59999,0.046489,146.75765,17963.22,,,,,
,1605,58141,0.00014,186.228262,17978.34,,,,,
,1606,56595,0.00016,212.979571,18009.32,,,,,
,1607,57854,0,225.398154,18032.13,,,,,
,1608,58223,0.00032,240.008521,18050.1,,,,,
,1609,54323,0.00036,266.801317,18052.95,,,,,
,1610,51404,0.00006,314.65979,18052.89,,,,,
,1611,50127,0.00008,341.39984,18052.54,,,,,
,1612,50020,0.00008,364.412337,18052.19,,,,,
,1613,50886,0.00036,361.058297,18051.66,,,,,
,1614,52392,0.00016,305.541398,18050.8,,,,,
,1615,54311,0.077248,257.402466,18051.12,,,,,
,1616,55962,14.37223,189.194802,18051.93,,,,,
,1617,59591,58.774449,198.090924,18048.11,,,,,
,1618,61400,96.87718,274.097024,18046.32,,,,,
,1619,61719,162.471505,257.346885,18046.77,,,,,
,1620,61171,213.310297,225.267786,18051.48,,,,,
,1621,56823,244.882024,247.252877,17993.84,,,,,
,1622,59474,228.611062,240.879479,17947.04,,,,,
,1623,60424,176.726204,271.70785,17966.07,,,,,
,1624,60300,112.46268,291.608108,17962.74,,,,,
,1625,60707,62.068123,350.408731,17963.97,,,,,
,1626,60930,18.95937,406.478486,17965,,,,,
,1627,61506,0.303838,415.372222,17950.1,,,,,
,1628,61104,0.050138,387.101361,17960.92,,,,,
,1629,59240,0.00008,375.196738,18000.11,,,,,
,1630,57851,0.00006,343.32978,18021.79,,,,,
,1631,59242,0.00022,312.179378,18043.99,,,,,
,1632,59958,0.00032,276.903444,18046.08,,,,,
,1633,56275,0.00016,247.114487,18041.69,,,,,
,1634,53482,0.00024,248.014467,18039.09,,,,,
,1635,52132,0.00006,285.264765,18039.3,,,,,
,1636,51907,0.00028,323.441702,18040.64,,,,,
,1637,52670,0.00024,340.471269,18040.58,,,,,
,1638,53989,0.021008,346.702655,18039.77,,,,,
,1639,55772,0.13526,329.179134,18039.55,,,,,
,1640,57269,21.679367,330.311111,18039.62,,,,,
,1641,59294,144.402028,336.524931,18035.69,,,,,
,1642,62029,342.629729,366.287027,18033.65,,,,,
,1643,63520,693.583425,363.432933,18040.59,,,,,
,1644,63260,954.776187,363.044669,18047.97,,,,,
,1645,59323,1093.36,354.62704,18026.89,,,,,
,1646,61279,1078.78,356.83558,18014.16,,,,,
,1647,61823,979.845308,355.083921,18013.3,,,,,
,1648,61328,796.271293,363.929485,17995.8,,,,,
,1649,61096,509.748862,375.386214,17993.44,,,,,
,1650,60578,168.481025,383.072554,17979.81,,,,,
,1651,61029,8.190816,372.127964,17958.77,,,,,
,1652,61090,0.037294,373.991292,17932.57,,,,,
,1653,59169,0.00028,371.559249,17944.24,,,,,
,1654,57959,0.00008,343.686254,17971.97,,,,,
,1655,59437,0.00016,340.167345,18013.59,,,,,
,1656,60290,0.00008,336.151039,18030.68,,,,,
,1657,56512,0.0003,333.161164,18032.01,,,,,
,1658,53730,0.00014,332.332527,18031.48,,,,,
,1659,52640,0.0004,320.273138,18031.58,,,,,
,1660,52181,0.00008,305.286015,18030.52,,,,,
,1661,52954,0.00024,286.612374,18030.09,,,,,
,1662,54025,0.00014,297.530184,18029.48,,,,,
,1663,55586,0.22779,302.470588,18029.4,,,,,
,1664,57056,48.36557,343.563944,18028.74,,,,,
,1665,59877,267.089794,339.38598,18026.27,,,,,
,1666,61587,545.721764,333.788212,18024.71,,,,,
,1667,61714,780.026553,345.833377,18035.54,,,,,
,1668,60989,968.851528,354.485118,18039.71,,,,,
,1669,56515,1061.06,353.984582,18024.96,,,,,
,1670,58417,1100.15,375.345173,17997.43,,,,,
,1671,58869,1027.89,400.132312,17982.14,,,,,
,1672,58226,859.26707,381.005783,17919.52,,,,,
,1673,58244,578.807848,376.265993,17998.71,,,,,
,1674,58335,208.622328,360.775078,17996.58,,,,,
,1675,59710,13.234412,340.012974,18023.36,,,,,
,1676,60441,0.05278,333.25622,18124.69,,,,,
,1677,58806,0,334.204797,18210.68,,,,,
,1678,57455,0.00024,328.383871,18284.37,,,,,
,1679,58433,0.00016,337.686693,18330.17,,,,,
,1680,59042,0.00014,373.504032,18347.51,,,,,
,1681,54836,0.00022,419.289441,18368.78,,,,,
,1682,52062,0.00016,434.079111,18373.69,,,,,
,1683,50734,0.00024,437.816543,18404.49,,,,,
,1684,50450,0.00038,442.881532,18416.72,,,,,
,1685,51328,0.00014,409.166563,18434.95,,,,,
,1686,52458,0.063008,348.519206,18464.57,,,,,
,1687,53866,0.837923,297.64014,18487.54,,,,,
